Created Date,Service Item UUID,Service Item Category,Service Item Name,Duration (HH:MM),eRequest,Default Priority,Tag,Status,,
06 Sep 2024,7ca5422c-b608-4d2f-bdb1-d87d3ecf578e,Amenities,Replace Bath rug,00:20,No,Medium,HSK,Active,,
06 Sep 2024,71173e60-9be6-4c59-a9c7-e0b36b327ae7,Amenities,Loan a Phone charger,00:20,No,Medium,HSK,Active,,
06 Sep 2024,0cff5c1a-0cc5-47bc-9ee7-27481976658a,Amenities,Decaf Coffee sachets,00:20,No,Medium,HSK,Active,,
06 Sep 2024,7c57a863-8f92-44e7-a3e7-8886e921354a,Amenities,Extra Coffee table,00:20,No,Medium,HSK,Active,,
06 Sep 2024,716e44ef-f891-471b-8ad5-054bf87cc0ee,Conceirge,Loan a Baby Stroller,00:20,No,Medium,CONC,Active,,
06 Sep 2024,dad5dd14-5970-4acc-8c51-e06919400450,Amenities,Sewing kit,00:20,No,Medium,HSK,Active,,
06 Sep 2024,71891631-391e-49d9-9098-976f3d02e387,Conceirge,Request a Wheelchair,00:20,No,Medium,CONC,Active,,
06 Sep 2024,7c00614a-6c4b-4fe2-b232-86df5a9574e5,Amenities,Sweetener Sachet,00:20,No,Medium,HSK,Active,,
06 Sep 2024,71fb1786-e67d-4605-9caf-0e7fe8a61f0e,Amenities,Additional Coffee cups,00:20,No,Medium,HSK,Active,,
06 Sep 2024,7b6a9933-d8c6-43a1-aeeb-09829d787300,Maintenance,TV picture not clear,00:20,No,Medium,MAINT,Active,,
06 Sep 2024,7b43354c-3f57-4324-b2f9-1ec95e232c4c,Conceirge,Newspaper - The Wall Street Journal,00:20,No,Medium,CONC,Active,,
06 Sep 2024,d9edf763-2471-4b11-bd15-f8689fa320b2,Amenities,Request for baby bath tub,00:20,No,Medium,HSK,Active,,
06 Sep 2024,d9c499f1-cacc-4104-9742-454d827f7cd9,Amenities,Milk - Slim,00:20,No,Medium,HSK,Active,,
06 Sep 2024,79385384-2df5-405c-9358-be23034559b3,Maintenance,TV remote control missing,00:20,No,Medium,MAINT,Active,,
06 Sep 2024,d9893a8f-fdf2-4444-a680-bf28413627a6,Amenities,Tea cups,00:20,No,Medium,HSK,Active,,
06 Sep 2024,791c1c35-f5c0-4b37-87b3-050a191c3b03,Laundry,laundry bag and list,00:20,No,Medium,LDY,Active,,
06 Sep 2024,790cb96b-7c8e-499f-b054-486f01d78c52,Amenities,Change Pillows - Firm,00:20,No,Medium,HSK,Active,,
06 Sep 2024,20e369b7-e303-4666-9f7a-4fe1b6e74036,Maintenance,Room lights are not working,00:20,No,Medium,MAINT,Active,,
06 Sep 2024,747eab3d-358c-4428-94de-45bdf99eac11,Amenities,Bath gel,00:20,No,Medium,HSK,Active,,
06 Sep 2024,7909818a-2c6b-4077-8d18-d555f33f1d28,Amenities,Pens,00:20,No,Medium,HSK,Active,,
06 Sep 2024,75a3bce1-b856-467b-8d13-a9dc307dfb96,Maintenance,Minibar leaking,00:20,No,Medium,MAINT,Active,,
06 Sep 2024,78631ed8-e543-4104-97d8-ee746947832c,Conceirge,Newspaper - Financial Times,00:20,No,Medium,CONC,Active,,
06 Sep 2024,01c86b0e-bb40-42a7-a65a-eaa206050f63,Amenities,Tea Bags - Peppermint,00:20,No,Medium,HSK,Active,,
06 Sep 2024,21a19b0a-1ae2-4b44-9e44-2318e07b8636,Amenities,Face towel,00:20,No,Medium,HSK,Active,,
06 Sep 2024,77bbc5e3-a8db-4ef5-a4dd-4f4f9ea9dd8f,Amenities,Bath salt,00:20,No,Medium,HSK,Active,,
06 Sep 2024,76a47d34-3d8e-4c6d-a7e2-16b55ec996aa,Laundry,Dress pressed,00:20,No,Medium,LDY,Active,,
06 Sep 2024,22041efa-445e-40f1-a88d-dff481aad266,Amenities,Shampoo and conditioner,00:20,No,Medium,HSK,Active,,
06 Sep 2024,77719403-f814-4db2-878f-f5768e6271c1,Amenities,Wall socket covers,00:20,No,Medium,HSK,Active,,
06 Sep 2024,d4b4566b-1d94-468d-b6a8-3534b4071c04,Amenities,Extension cord,00:20,No,Medium,HSK,Active,,
06 Sep 2024,d41a719e-9b84-4790-ab17-991d6b48b2ce,Laundry,Query on laundry status,00:20,No,Medium,LDY,Active,,
06 Sep 2024,d3b62613-871c-41a3-a59f-c9c32052c6e5,Amenities,Body lotion,00:20,No,Medium,HSK,Active,,
06 Sep 2024,d347809a-64bc-4739-9123-f9c7bc6d4115,Amenities,Non slip mat for bath tub or shower,00:20,No,Medium,HSK,Active,,
06 Sep 2024,d12d5bd6-0355-4905-a8a3-12ba93252f58,Maintenance,Toilet is leaking,00:20,No,Medium,MAINT,Active,,
06 Sep 2024,24bf4aa6-3398-45e2-99f6-483d4e522481,Amenities,Cigar cutter,00:20,No,Medium,HSK,Active,,
06 Sep 2024,d058415f-0c61-424a-afb6-4f2cf3cf620b,Amenities,Tea Bags - English Breakfast,00:20,No,Medium,HSK,Active,,
06 Sep 2024,26181053-b0b6-4bc9-85a8-7d4ba83aa87a,Maintenance,Shower water too hot,00:20,No,Medium,FIX-IT,Active,,
06 Sep 2024,26322b95-c60e-47ec-8c3d-ce4a2c359564,Amenities,Baby Daipers,00:20,No,Medium,HSK,Active,,
06 Sep 2024,265c602e-12c0-46ba-a58c-40cf198c4cab,Conceirge,Newspaper - The Straits Times,00:20,No,Medium,CONC,Active,,
06 Sep 2024,26ab5fd2-4315-4994-997d-1e0d586e8394,Amenities,Champagne glass,00:20,No,Medium,HSK,Active,,
06 Sep 2024,f4fa10fb-090c-4d82-880f-1b81ca6fe74a,Amenities,Stationery,00:20,No,Medium,HSK,Active,,
06 Sep 2024,cf463d4b-0c97-4dc9-a32d-18ec3e0ccfd9,Amenities,Conditioner - Hair,00:20,No,Medium,HSK,Active,,
06 Sep 2024,276328db-2fb5-410a-8505-53168a0fd47a,Amenities,Tea bags - Chinese Tea,00:20,No,Medium,HSK,Active,,
19 Nov 2024,e880483c-d0b4-40b8-8ccc-e99abbf8c3d4,RoomService,Goan Fish Curry,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,b8eedd60-7dfd-4de7-83ff-958040fd10a4,RoomService,Murg Makhani,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,541f8574-d1fc-49ae-b040-95829ca9e7a0,RoomService,Tiger bottle bucket,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,0bf37424-9bb3-4ba5-ae11-381625479379,RoomService,Margarita,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,6dc93393-bc76-4fa0-90c9-ca1ebf27867a,RoomService,Jasmine tea,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,4745bb24-a2a6-4657-8951-954cb6d0e187,RoomService,Dahl curry,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,ae2fb848-3d84-4bb9-bba7-46506d4194cf,RoomService,Chablis Joseph Drouhim France,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,c06fa41b-584c-48bd-86e0-f294528cc608,RoomService,Toasted ham and cheese sandwich,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,3a146828-f230-4093-9104-1175afe31422,RoomService,Singapore Nyonya Laksa,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,47d3f051-8474-48e7-85fb-82288825ea16,RoomService,Ginger Ale,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,a05b2adc-0e39-4275-bb3f-41d0ab10512a,RoomService,Ceasar Salad with Chicken Pillard,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,f542bfdd-3676-4be6-8bc0-a8cc80e7fdec,RoomService,Valhorna chocolate and banana mousse cake,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,8260f366-0c8e-49c9-84a3-cee3af5ff5e3,RoomService,Cheese and Cold Cut Box (Good for sharing),15:00,Yes,Medium,RS,Active,,
19 Nov 2024,185e31d2-c801-49cf-9874-dd843dd3d54b,RoomService,Tiger (500 ml),15:00,Yes,Medium,RS,Active,,
19 Nov 2024,2ae1717c-122f-49de-84c6-249df5825fcc,RoomService,Fernch Fries,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,7f75374c-6e96-4366-8275-74e95c42ee6c,RoomService,Assorted fresh forest berries cup,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,7ead133f-59d0-4023-aaf0-826b7075374c,RoomService,Chilled pineapple juice,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,7e33e653-455a-4075-9229-0212e302d029,RoomService,Veuve Clicquot Ponsardin Yellow lable Brut Nv GLS (bottle),15:00,Yes,Medium,RS,Active,,
19 Nov 2024,fef00b00-9064-4b07-84e8-9dab2d2f6f87,RoomService,Hot Chocolate,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,7dccfa3a-a4b5-485b-980c-4c02f23f9ff3,RoomService,Heineken can,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,b168fef0-88f6-4c07-8e63-dced56bb816f,RoomService,Guilhem Rose Languedoc (bottle),15:00,Yes,Medium,RS,Active,,
19 Nov 2024,5082c026-95f0-4f4d-9a2e-51bf693d5263,RoomService,Chianti Buccia Nera Italy,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,597cf17b-08bf-4fb1-87e8-c9805a70b614,RoomService,Shiraz Penfolds Bin 128 South AU,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,3bbd1c20-e027-4f33-9d94-4af408176cf0,RoomService,Decaf Coffee,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,1fe5b45a-7d14-43db-b496-ed86a9c2764c,RoomService,Mixed Satay,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,bff6e005-7929-4741-a0da-ce424621bb2f,RoomService,Coke,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,95941b9d-5f65-4cb0-a78c-e792b513ce85,RoomService,Chardonnay Penfolds Bin 311 Tumbarumba AU,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,04703079-5e84-466d-925e-b749ce341708,RoomService,Onion Soup,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,cb283486-72d5-413f-b673-92a60e15de1f,RoomService,Sprite,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,acd8775f-07f9-4c1b-a99b-01cab99fb1d8,RoomService,Pan Seared Sea Bass,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,44621323-465b-4308-8b53-2c526155d423,RoomService,Guilhem Rose Languedoc,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,2cfc4b05-e23d-4024-bdba-834638ad25f5,RoomService,Carbenet Shiraz Penfolds Bin 389 South AU,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,ca75e86d-4ec2-43cc-86a6-88d492f3ef41,RoomService,Smoked salmin with toasted bread,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,ca5ddc6d-2603-47af-a04b-a4cfdc9d02c8,RoomService,Sauvignon Blanc Cloudy Bay,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,94544f71-d7f5-4cc6-9a09-cac0791b59a8,RoomService,Chocolate brownie,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,acb77e06-7e81-497a-a141-b33c34a9156e,RoomService,Nasi Goreng,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,104270c6-3fa2-467e-9443-c76d905a0c74,RoomService,Seared Tuna Poke Bowl,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,940f842f-85c9-491b-9ee3-3d0967774592,RoomService,Junior beef burger servers with french fries,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,bf677d50-b147-432a-9159-d485ad3dc5b6,RoomService,Coice of ice cream and sherbet,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,b2f09e8f-d2da-47be-8f15-de644534b7e2,RoomService,Evian bottle,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,738d6434-5b21-427c-8fa4-670f6441d7a7,RoomService,English breakfast tea,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,939c64fd-62b5-436e-bc80-3961ffe8c111,RoomService,Asahi beer,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,10473be3-7d9a-4b80-b4be-a2812a18472b,RoomService,Double expresso,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,925e32c4-ea35-4058-8f54-2b36771801b8,RoomService,Beef Lover Sandwich (Served in Medium),15:00,No,Medium,RS,Active,,
19 Nov 2024,beee5cea-bfba-4e8c-a626-5e76f174e93d,RoomService,Vegetable crudites with greek yogurt dip,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,44da51c7-4729-4e19-a8aa-d2236d9657bd,RoomService,Sauvignon Blanc Cloudy Bay (glass),15:00,Yes,Medium,RS,Active,,
19 Nov 2024,9046eb68-1c7a-4e11-bdf4-a1fd615289cf,RoomService,Tiger can 320ml,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,9024865b-c4df-4e77-aa4d-521fdce32211,RoomService,Chicken soup with mushroom and carrots,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,44e13582-b815-476f-b0de-7c790515ff6f,RoomService,Spaghetti beef bolognese,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,330df8fe-2712-4565-b9f6-950ab7e56bdb,RoomService,Darjeeling tea,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,e1fde6f7-145f-4e44-a3cd-ab0b22d79b6f,RoomService,Mojito,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,331a7960-aa4c-4605-a2e8-24c04c146786,RoomService,Expresso,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,19a130e3-714d-49a8-9877-925cf01a9323,RoomService,Cappucino,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,21547a59-36b1-4ca2-ba59-e9eb1d5b45d4,RoomService,Spaghetti Bolognese,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,ac881244-23fd-4241-9db3-6de4d1cfeeb0,RoomService,Smoked Salmon,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,ebded3ad-c89e-426f-8e38-6c9611f47133,RoomService,"Pineapple Tart with Pecan Nut Crumble, Cinnamon crème anglaise",15:00,Yes,Medium,RS,Active,,
19 Nov 2024,19ba5843-df2e-43a2-a516-0e45e41913a6,RoomService,Absolut,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,d7fd67f3-627b-4e64-8b10-743fad3db4f4,RoomService,Tonic,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,4d0b2990-a956-40a8-b8bd-bf75852e1c8d,RoomService,Traditional club sandwich,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,764cc1e4-b6d1-414c-aa3b-4cbb1d24243f,RoomService,100 Plus,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,aa9d62dd-34fc-46d1-a261-e4e478bce5f9,RoomService,Steam Rice,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,33dbf6b3-923a-49f3-9fe8-4015b53ed497,RoomService,Seleni Pinot Noir ,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,d7b0190d-14a3-4f43-aff9-4d181c1cf22d,RoomService,Corona,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,621190ed-275b-4f9a-9d4a-92c819ad14f6,RoomService,Mango and pomelo pudding ,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,bd5f7e1b-dba8-47f4-a7b6-03eac9787282,RoomService,Cream of Mushroom,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,c64c15bd-2d9f-42d8-9e2f-70de173b4256,RoomService,New York vanilla chesse cake with frsh streawberries,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,16322cb5-a0ae-4fb5-8cb9-beffe3c6435e,RoomService,Asian Oriental Soba Salad,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,629491de-e8e3-48c6-ad9f-e2300f6c98b6,RoomService,Soda,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,141a4432-43c9-42cd-8976-f57ed7845efb,RoomService,Fillet Mignon,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,6309138a-9f21-46fb-ba76-fd51570af883,RoomService,Coke Light,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,c473a3d9-4d20-4e53-997a-3b289bde46fc,RoomService,Latte,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,fd1b10f8-88aa-41e9-8fc0-355c05146739,RoomService,Wonton noodle soup,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,bb9f2ac8-ce92-49fd-87a0-8be50472e1de,RoomService,Crispy chicken wings with tomato sauce,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,c1ec3ea4-54ba-49c2-a252-00d642397c8f,RoomService,Tempus Two Shiraz (bottle),15:00,Yes,Medium,RS,Active,,
19 Nov 2024,0dea4808-dcc2-49d4-9460-13f80a509f84,RoomService,Moet & chandon Brut Imperial,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,d3106185-cf6b-49d5-b087-3698b1d98264,RoomService,Paneer Mukhani,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,41247233-8578-48ce-9eda-7ea549eadce8,RoomService,Fresh Seasonal fruit platter,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,64c0086c-1418-45dd-90d3-5c416119a4b5,RoomService,Double boiled chinese herbal chicken soup,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,89e89b1c-c0c3-4ed1-b942-16b88a7457dd,RoomService,Guiness Stout,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,8988cf1f-7585-40fa-9962-1848a98f3dd1,RoomService,Peppermint tea,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,888b67ec-b91e-4db9-8c7f-6659950235e2,RoomService,Bombay sapphire,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,dee35335-9c3a-4f6a-85f5-85e7f3bd0cf4,RoomService,Monk Fried Rice,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,4139973a-bca2-48fe-9377-ecf064c872a5,RoomService,San Pellegrino (1 litre),15:00,Yes,Medium,RS,Active,,
19 Nov 2024,ddcfe834-e891-453e-b13d-056aabba76c9,RoomService,Chilled Pink Guava Juice,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,c112a63c-ddb8-452c-b57a-6666ec9ca899,RoomService,Garden Salad,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,48f2c9c3-7102-4d8f-96ce-47053acc57bc,RoomService,Char Kway Teow,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,1aff7117-846d-4cf5-a8c3-fdc6b730a657,RoomService,Ceasar Salad,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,67ef3f32-b08c-455f-a4af-c843317e67e4,RoomService,Singapore Hokkien Mee,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,6831bdc8-5b81-4b50-b32b-94ef9175a031,RoomService,Vanilla sundae with chocolate sauce,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,fea3d8be-2d67-46e5-a3e4-49b514d397f1,RoomService,Fried rice with eggs and vegetables,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,68a5cb4e-f888-4454-a1e3-3255e586eb1b,RoomService,Heineken ,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,a8eb9178-396a-432a-a3cf-dcc4fc91dfe4,RoomService,Singapore sling,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,cf924e76-c62f-4c84-b5c6-0f63d6d884fb,RoomService,Roasted Tomato and Italian Basil soup,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,09cf372c-24c9-4bd9-a4ec-937feef252fa,RoomService,Fresh Watermelon juice,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,69250a54-3490-41d5-96be-bbcd22db5363,RoomService,Chicken nuggets with smiley fries,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,36e6cc4c-7e7f-4336-a815-c5355fee8ad1,RoomService,Rasa Sentosa Burger,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,1d4d7bc2-ef65-4cc6-a361-aeb076b308ba,RoomService,Vivolo Pinot Grigio Italy Veneto,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,eae34a01-f80b-492e-a72d-dd7d72d1ba4a,RoomService,Chilled apple juice,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,125f865b-3532-4974-b6ba-9f690cdeb578,RoomService,Tempus Two Pinot Gris by glass,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,b9017425-235d-4329-b408-09559e355c10,RoomService,Chilled mango juice,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,0b2c2cdb-1e6d-4342-baa6-667313d839b0,RoomService,Zonin Prosecco D.O.C. Brut,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,b2e0b5c0-d810-45dc-9fc4-c0c450e71289,RoomService,Avocado Pomelo Prawn Salad,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,83af6107-9d49-4c3a-98bb-ac05eb12bcd0,RoomService,ReislingPewsey Vale Australia,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,6b6769be-2166-427a-8224-ba19f0571e22,RoomService,Brewed Coffee,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,fa752cf1-38a4-4f1b-8867-0809c64ebe8d,RoomService,Chamomile tea,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,031ba671-47b4-4cef-ab8d-fd021350bf04,RoomService,Ceasar Salad with Prawns,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,4f9594df-cb66-4cf4-9967-ad605bee6797,RoomService,Veuve Clicquot Ponsardin Yellow lable Brut Nv GLS,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,c081609b-5ec4-4014-bdda-dc195c3a9647,RoomService,Chilled Orange juice,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,02d155cc-80b1-4329-83c9-28bcf70d683f,RoomService,Tempus Two Shiraz ,15:00,Yes,Medium,RS,Active,,
19 Nov 2024,fdfec916-7dbf-4b15-b145-81b5ffebc139,RoomService,Low fat yogurt fruit salad and granola,15:00,Yes,Medium,RS,Active,,
06 Mar 2025,c4ef8343-7d33-40ca-b4fd-332a0c778197,Toilet,Shower Dripping,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,0226c70a-20b6-432e-85b3-0947873c7e85,Building,Floor Bloated,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,0234f06c-0b6a-4d46-9f9e-bfdf52fb2446,F&B Service,Juice Extractor for Repair,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,0321eec0-8a11-4ae5-9ce1-f9af9ffd6346,Fix It,Fix It Misc,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,03dfa134-0a84-4e29-bc38-3632c93722f6,Kitchen,Kitchen Oven Light Fused,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,040b819b-88fe-4fa9-9f4f-ea1ce798c5c8,Fix It,Soap Dispenser Faulty,00:30,No,Medium,FIX-IT,Active,,
06 Mar 2025,04226f15-53c6-40be-839d-561ca4573c48,Toilet & Room,Toilet Seat for Replacement,00:40,No,Urgent,FIX-IT,Active,,
06 Mar 2025,0457831b-e764-4f38-a43e-d288834afcda,Pipe,Sprinkler corroded/rusty,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,0485d35b-a613-42d9-a5a7-3caee5a55ba7,Cabin Crew,Mattress Protector,00:15,No,Medium,Linens,Active,,
06 Mar 2025,0714be58-88b1-45d9-9516-d201c66c3b4e,Trolley,Trolley Frame to Repair,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,0779cad3-8897-4a3e-83ab-3211e7b0f877,Cabin Crew,Bed Rail - To Remove,00:20,No,Medium,CABINCREW,Active,,
06 Mar 2025,0b8e3a97-d5e0-4979-8941-f0edb56725ca,Lift,Lift Not Working (Urgent),01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,0dc8c197-992f-47bb-9ca7-d5f8ea764d44,Electrical,DND Light OOO,00:15,No,Urgent,FIX-IT,Active,,
06 Mar 2025,0dcc0fa3-9fb7-4f00-92c4-e52819405fd6,Building,Balcony Door,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,0df355a2-5156-45e8-97ab-580ffdff4460,F&B Service,Bar Counter - Faded / Scratched,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,0ea6c61f-ecd0-4571-a52e-ad352e288873,Cabin Crew,Hair Dryer,00:15,No,Urgent,CABINCREW,Active,,
06 Mar 2025,0f25c65a-09b8-4b60-a02b-5eac64bf216e,Lights,Light Dimmer Not Functioning,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,0f467126-4aa6-41f0-beb0-ff0c9ce2d58f,Lift,Lift Indicator Light OOO,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,0f9ea154-1ad0-48db-b8e6-db04cfc2d4af,Building,Silicone Behind Luggage Rack,00:40,No,Urgent,FIX-IT,Active,,
06 Mar 2025,0fc05ecc-0f7c-4d5a-a10f-51b7c0f7b564,F&B Service,Drawer Detached / Faded,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,0fc5d96e-dfdd-426e-8d38-3cf61dae1e9c,Minibar,Minibar / Fridge not cold,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,1074508b-4e32-4858-b5b2-791d746e2f6b,Room,Bed Board,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,10c320bd-9504-45e9-a7bc-eae5bcaa57e1,Cabin Crew,Umbrella,00:15,No,Urgent,CABINCREW,Active,,
06 Mar 2025,10ca758e-eb5b-486c-9a54-11681bf56d24,Mission Control,Brown Sugar,00:20,Yes,Urgent,MISSIONCONTROL,Active,,
06 Mar 2025,113f0aff-3a3e-4df3-a6ac-a0f1dd861994,Cabin Crew,Hanger - Clip,00:10,No,Urgent,CABINCREW,Active,,
06 Mar 2025,126f4bfc-26e5-4a09-838f-cbf52e76d8c3,Carpentry & Furniture,Bunk Bed Pole Loose,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,12cdd2a6-d98d-4ad9-9744-2afb93d8979f,Plumbing & Sanitary,Handheld Shower Head Leaking,00:20,No,Medium,FIX-IT,Active,,
06 Mar 2025,12eb9420-0cf8-46ce-9125-dba4d467e0c8,Carpentry & Furniture,Writing Table Chair - Lv30,00:20,No,Urgent,FIX-IT,Active,,
06 Mar 2025,15253ee1-8e49-4baa-9f0a-0067f341a966,Cabin Crew,L2 Toilet Rubbish to Clear,00:30,No,Urgent,CABINCREW,Active,,
06 Mar 2025,15ace691-86da-47a3-88b8-df15b65f9a4a,Building,Bedroom ceiling touch up,00:40,No,Urgent,FIX-IT,Active,,
06 Mar 2025,15ea619e-ced1-4263-9b6e-b06220621487,Plumbing & Sanitary,Drainage Cover Grouting,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,161c2b82-843e-4b29-8600-8586b5f41402,Plumbing & Sanitary,Toilet Flush No Water,00:30,No,Urgent,FIX-IT,Active,,
06 Mar 2025,16672b97-a669-4fcc-b1a2-91bc56d80c67,Building,Handheld shower head to change,00:30,No,Medium,FIX-IT,Active,,
06 Mar 2025,16779b37-4de1-4ec2-b453-41c8b9685b9d,Carpentry & Furniture,Vanity counter - Mirror Frame to Paint,01:00,No,Urgent,FIX-IT,Active,,
06 Mar 2025,1696351d-2fc0-4a6f-a03e-b423da5940d5,Mission Control,Slippers,00:20,Yes,Urgent,MISSIONCONTROL,Active,,
06 Mar 2025,17258919-f0c1-4c6b-be4b-6c0af074844a,Electrical,Writing Table Light Fused,00:20,No,Medium,FIX-IT,Active,,
06 Mar 2025,17298330-ead9-4577-ac3d-567bad02a065,Cabin Crew,TV Remote Cannot be Found,00:10,No,Medium,CABINCREW,Active,,
06 Mar 2025,173befb8-288f-41bc-be9b-037d6da65b48,Plumbing & Sanitary,Low water pressure - Rain showerhead,00:30,No,Urgent,FIX-IT,Active,,
